episode,timestep,reward
3879,89240,-887.9264526367188
3881,89286,-859.9111938476562
3883,89332,-835.4202270507812
3885,89378,-1014.5721435546875
3887,89424,-946.920654296875
3889,89470,-1020.1302490234375
3891,89516,-1204.6988525390625
3893,89562,-1195.43994140625
3895,89608,-936.7610473632812
3897,89654,-2054.262939453125
3899,89700,-996.7890014648438
3901,89746,-938.0645751953125
3903,89792,-985.9853515625
3905,89838,-950.7403564453125
3907,89884,-862.7588500976562
3909,89930,-1253.07568359375
3911,89976,-848.4758911132812
3913,90022,-852.3052368164062
3915,90068,-982.2086791992188
3917,90114,-845.311279296875
3919,90160,-958.950927734375
3921,90206,-915.659423828125
3923,90252,-860.3469848632812
3925,90298,-1300.72265625
3927,90344,-1045.1820068359375
3929,90390,-1687.884033203125
3931,90436,-1391.0654296875
3933,90482,-1950.473388671875
3935,90528,-1369.4217529296875
3937,90574,-860.587646484375
3939,90620,-856.6851806640625
3941,90666,-847.9017944335938
3943,90712,-1003.8160400390625
3945,90758,-847.9017944335938
3947,90804,-2192.98876953125
3949,90850,-1403.88037109375
3951,90896,-848.37451171875
3953,90942,-862.1654052734375
3955,90988,-855.9036865234375
3957,91034,-959.7427978515625
3959,91080,-909.3203125
3961,91126,-856.9360961914062
3963,91172,-1000.2564697265625
3965,91218,-858.481201171875
3967,91264,-1096.9696044921875
3969,91310,-984.9267578125
3971,91356,-850.5399169921875
3973,91402,-945.2432861328125
3975,91448,-1206.171875
3977,91494,-824.1980590820312
3979,91540,-886.2423095703125
3981,91586,-977.644775390625
3983,91632,-961.74462890625
3985,91678,-1078.48681640625
3987,91724,-852.9157104492188
3989,91770,-847.9017944335938
3991,91816,-1008.731689453125
3993,91862,-847.9017944335938
3995,91908,-903.0084838867188
3997,91954,-1014.2628173828125
3999,92000,-853.5157470703125
4001,92046,-944.451904296875
4003,92092,-944.451904296875
4005,92138,-994.5682373046875
4007,92184,-847.9017944335938
4009,92230,-889.2545776367188
4011,92276,-936.9989013671875
4013,92322,-847.8468017578125
4015,92368,-847.9017944335938
4017,92414,-847.9017944335938
4019,92460,-937.3529052734375
4021,92506,-822.0503540039062
4023,92552,-847.9017944335938
4025,92598,-847.9017944335938
4027,92644,-886.2423095703125
4029,92690,-1128.4375
4031,92736,-895.609619140625
4033,92782,-851.79541015625
4035,92828,-926.5846557617188
4037,92874,-850.1470336914062
4039,92920,-849.1123046875
4041,92966,-859.2064819335938
4043,93012,-1072.933837890625
4045,93058,-851.1141357421875
4047,93104,-969.990478515625
4049,93150,-849.9036254882812
4051,93196,-926.1905517578125
4053,93242,-916.939208984375
4055,93288,-958.61474609375
4057,93334,-851.1433715820312
4059,93380,-962.3868408203125
4061,93426,-853.5157470703125
4063,93472,-876.72705078125
4065,93518,-1235.30810546875
4067,93564,-1287.960693359375
4069,93610,-1053.27099609375
4071,93656,-968.4952392578125
4073,93702,-851.1141357421875
4075,93748,-908.7151489257812
4077,93794,-856.31298828125
4079,93840,-934.22216796875
4081,93886,-847.9017944335938
4083,93932,-836.4574584960938
4085,93978,-852.9005737304688
4087,94024,-849.1123046875
4089,94070,-944.481201171875
4091,94116,-855.49755859375
4093,94162,-852.8866577148438
4095,94208,-1059.3114013671875
4097,94254,-873.5048828125
4099,94300,-847.9017944335938
4101,94346,-860.5714111328125
4103,94392,-939.4398803710938
4105,94438,-878.259521484375
4107,94484,-976.9732666015625
4109,94530,-1025.7633056640625
4111,94576,-971.42041015625
4113,94622,-866.2874755859375
4115,94668,-854.3070678710938
4117,94714,-847.9017944335938
4119,94760,-853.5743408203125
4121,94806,-878.6996459960938
4123,94852,-892.1658935546875
4125,94898,-867.0059204101562
4127,94944,-987.4459228515625
4129,94990,-853.5157470703125
4131,95036,-868.2456665039062
4133,95082,-967.6380615234375
4135,95128,-1092.8228759765625
4137,95174,-867.7357788085938
4139,95220,-1099.03857421875
4141,95266,-849.9036254882812
4143,95312,-1034.9105224609375
4145,95358,-857.9322509765625
4147,95404,-989.2666015625
4149,95450,-847.9017944335938
4151,95496,-871.0011596679688
4153,95542,-941.40234375
4155,95588,-947.72607421875
4157,95634,-902.5263671875
4159,95680,-1219.958740234375
4161,95726,-849.9036254882812
4163,95772,-1121.060302734375
4165,95818,-852.3538818359375
4167,95864,-852.3052368164062
4169,95910,-847.9017944335938
4171,95956,-1407.1253662109375
4173,96002,-909.0631103515625
4175,96048,-879.1489868164062
4177,96094,-1055.6566162109375
4179,96140,-1023.8990478515625
4181,96186,-847.9017944335938
4183,96232,-877.2598266601562
4185,96278,-934.9513549804688
4187,96324,-864.5313720703125
4189,96370,-856.0172729492188
4191,96416,-962.442626953125
4193,96462,-857.2262573242188
4195,96508,-1133.5994873046875
4197,96554,-855.914794921875
4199,96600,-887.4528198242188
4201,96646,-847.9017944335938
4203,96692,-916.249755859375
4205,96738,-847.9017944335938
4207,96784,-847.9017944335938
4209,96830,-932.06396484375
4211,96876,-1006.765869140625
4213,96922,-849.6864013671875
4215,96968,-881.3253173828125
4217,97014,-847.9017944335938
4219,97060,-852.3052368164062
4221,97106,-1000.4356689453125
4223,97152,-975.6429443359375
4225,97198,-943.241455078125
4227,97244,-864.7606811523438
4229,97290,-847.9017944335938
4231,97336,-1146.608642578125
4233,97382,-862.7401733398438
4235,97428,-1952.4752197265625
4237,97474,-1385.774169921875
4239,97520,-877.9092407226562
4241,97566,-906.918701171875
4243,97612,-849.6873168945312
4245,97658,-848.8472290039062
4247,97704,-1000.085205078125
4249,97750,-854.2860717773438
4251,97796,-854.7564086914062
4253,97842,-1160.3875732421875
4255,97888,-849.1132202148438
4257,97934,-937.3529052734375
4259,97980,-855.8728637695312
4261,98026,-849.9036254882812
4263,98072,-847.9017944335938
4265,98118,-849.1415405273438
4267,98164,-1066.64404296875
4269,98210,-906.1273803710938
4271,98256,-853.9129638671875
4273,98302,-847.9017944335938
4275,98348,-1082.253662109375
4277,98394,-852.3052368164062
4279,98440,-858.31640625
4281,98486,-847.9017944335938
4283,98532,-864.5313720703125
4285,98578,-850.8848266601562
4287,98624,-847.9017944335938
4289,98670,-871.0838623046875
4291,98716,-1192.121337890625
4293,98762,-1009.88427734375
4295,98808,-849.3659057617188
4297,98854,-879.5924682617188
4299,98900,-998.0833740234375
4301,98946,-1090.4010009765625
4303,98992,-961.6668701171875
4305,99038,-847.9017944335938
4307,99084,-966.4234619140625
4309,99130,-975.6429443359375
4311,99176,-850.35205078125
4313,99222,-847.9017944335938
4315,99268,-847.9017944335938
4317,99314,-852.3052368164062
4319,99360,-1000.560302734375
4321,99406,-896.359619140625
4323,99452,-959.7427978515625
4325,99498,-847.9017944335938
4327,99544,-862.7588500976562
4329,99590,-904.9168701171875
4331,99636,-862.0653076171875
4333,99682,-959.7427978515625
4335,99728,-860.5510864257812
4337,99774,-1051.65576171875
4339,99820,-847.9017944335938
4341,99866,-853.9129638671875
4343,99912,-944.4146728515625
4345,99958,-1061.7347412109375
4347,100004,-960.100341796875
4349,100050,-849.9036254882812
4351,100096,-877.0950317382812
4353,100142,-849.67431640625
4355,100188,-936.9989013671875
4357,100234,-851.1433715820312
4359,100280,-904.9168701171875
4361,100326,-849.9036254882812
4363,100372,-886.2423095703125
4365,100418,-983.6558837890625
4367,100464,-904.218994140625
4369,100510,-914.6521606445312
4371,100556,-951.025146484375
4373,100602,-879.9164428710938
4375,100648,-853.9129638671875
4377,100694,-849.9036254882812
4379,100740,-847.9017944335938
4381,100786,-847.9017944335938
4383,100832,-855.517578125
4385,100878,-1054.4620361328125
4387,100924,-847.9017944335938
4389,100970,-847.9017944335938
4391,101016,-872.2943725585938
4393,101062,-847.9017944335938
4395,101108,-847.9017944335938
4397,101154,-852.3052368164062
4399,101200,-849.1132202148438
4401,101246,-959.7427978515625
4403,101292,-903.5825805664062
4405,101338,-849.1415405273438
4407,101384,-847.9017944335938
4409,101430,-856.1476440429688
4411,101476,-949.89013671875
4413,101522,-853.9129638671875
4415,101568,-1076.485107421875
4417,101614,-847.9017944335938
4419,101660,-1010.0240478515625
4421,101706,-879.3297119140625
4423,101752,-847.9017944335938
4425,101798,-847.9017944335938
4427,101844,-847.9017944335938
4429,101890,-847.9017944335938
4431,101936,-851.0927124023438
4433,101982,-1532.306884765625
4435,102028,-1406.190673828125
4437,102074,-959.7427978515625
4439,102120,-946.22119140625
4441,102166,-849.1415405273438
4443,102212,-847.9017944335938
4445,102258,-983.26513671875
4447,102304,-847.9017944335938
4449,102350,-855.7061157226562
4451,102396,-927.9630737304688
4453,102442,-848.37451171875
4455,102488,-980.04638671875
4457,102534,-966.4234619140625
4459,102580,-871.657958984375
4461,102626,-1461.28466796875
4463,102672,-1085.1529541015625
4465,102718,-978.4151611328125
4467,102764,-847.9017944335938
4469,102810,-848.37451171875
4471,102856,-977.4154052734375
4473,102902,-1424.203857421875
4475,102948,-944.70556640625
4477,102994,-849.9036254882812
4479,103040,-847.9017944335938
4481,103086,-959.7427978515625
4483,103132,-847.9017944335938
4485,103178,-943.241455078125
4487,103224,-847.9017944335938
4489,103270,-847.9017944335938
4491,103316,-1088.539306640625
4493,103362,-961.2498779296875
4495,103408,-849.67431640625
4497,103454,-847.9017944335938
4499,103500,-853.1198120117188
4501,103546,-849.9036254882812
4503,103592,-866.3922119140625
4505,103638,-847.9017944335938
4507,103684,-849.9119262695312
4509,103730,-849.1132202148438
4511,103776,-1087.4840087890625
4513,103822,-852.3052368164062
4515,103868,-847.9017944335938
4517,103914,-942.866455078125
4519,103960,-847.9017944335938
4521,104006,-847.9017944335938
4523,104052,-849.67431640625
4525,104098,-847.9017944335938
4527,104144,-858.1494750976562
4529,104190,-849.1415405273438
4531,104236,-847.9017944335938
4533,104282,-847.9017944335938
4535,104328,-847.9017944335938
4537,104374,-847.9017944335938
4539,104420,-847.9017944335938
4541,104466,-848.6721801757812
4543,104512,-932.9495239257812
4545,104558,-847.9017944335938
4547,104604,-847.9017944335938
4549,104650,-847.9017944335938
4551,104696,-903.0084838867188
4553,104742,-943.241455078125
4555,104788,-847.9017944335938
4557,104834,-847.9017944335938
4559,104880,-954.211181640625
4561,104926,-847.70751953125
4563,104972,-849.67431640625
4565,105018,-847.9017944335938
4567,105064,-847.9017944335938
4569,105110,-847.9017944335938
4571,105156,-847.9017944335938
4573,105202,-993.171142578125
4575,105248,-856.1476440429688
4577,105294,-847.9017944335938
4579,105340,-848.37451171875
4581,105386,-847.9017944335938
4583,105432,-847.9017944335938
4585,105478,-847.9017944335938
4587,105524,-1202.9869384765625
4589,105570,-849.1132202148438
4591,105616,-850.3529663085938
4593,105662,-847.9017944335938
4595,105708,-847.9017944335938
4597,105754,-847.9017944335938
4599,105800,-847.9017944335938
4601,105846,-849.67431640625
4603,105892,-847.9017944335938
4605,105938,-847.9017944335938
4607,105984,-849.141357421875
4609,106030,-849.3659057617188
4611,106076,-847.9017944335938
4613,106122,-847.9017944335938
4615,106168,-847.9017944335938
4617,106214,-853.9129638671875
4619,106260,-847.9017944335938
4621,106306,-862.7588500976562
4623,106352,-847.9017944335938
4625,106398,-847.9017944335938
4627,106444,-847.9017944335938
4629,106490,-847.9017944335938
4631,106536,-847.9017944335938
4633,106582,-903.0084838867188
4635,106628,-852.3052368164062
4637,106674,-847.9017944335938
4639,106720,-848.37451171875
4641,106766,-847.9017944335938
4643,106812,-847.9017944335938
4645,106858,-856.1476440429688
4647,106904,-847.9017944335938
4649,106950,-1549.8607177734375
4651,106996,-847.9017944335938
4653,107042,-847.9017944335938
4655,107088,-847.9017944335938
4657,107134,-862.7588500976562
4659,107180,-847.9017944335938
4661,107226,-847.9017944335938
4663,107272,-847.9017944335938
4665,107318,-847.9017944335938
4667,107364,-847.9017944335938
4669,107410,-847.9017944335938
4671,107456,-849.141357421875
4673,107502,-847.9017944335938
4675,107548,-847.9017944335938
4677,107594,-847.9017944335938
4679,107640,-847.9017944335938
4681,107686,-847.9017944335938
4683,107732,-847.9017944335938
4685,107778,-847.9017944335938
4687,107824,-847.9017944335938
4689,107870,-847.9017944335938
4691,107916,-847.9017944335938
4693,107962,-847.9017944335938
4695,108008,-845.8359985351562
4697,108054,-847.9017944335938
4699,108100,-847.9017944335938
4701,108146,-847.9017944335938
4703,108192,-847.9017944335938
4705,108238,-847.9017944335938
4707,108284,-847.9017944335938
4709,108330,-847.9017944335938
4711,108376,-847.9017944335938
4713,108422,-847.9017944335938
4715,108468,-1228.5897216796875
4717,108514,-847.9017944335938
4719,108560,-847.9017944335938
4721,108606,-847.9017944335938
4723,108652,-847.9017944335938
4725,108698,-847.9017944335938
4727,108744,-847.9017944335938
4729,108790,-848.37451171875
4731,108836,-847.9017944335938
4733,108882,-847.9017944335938
4735,108928,-1228.5897216796875
4737,108974,-847.9017944335938
4739,109020,-847.9017944335938
4741,109066,-847.9017944335938
4743,109112,-847.9017944335938
4745,109158,-847.9017944335938
4747,109204,-847.9017944335938
4749,109250,-847.9017944335938
4751,109296,-847.9017944335938
4753,109342,-847.9017944335938
4755,109388,-847.9017944335938
4757,109434,-847.9017944335938
4759,109480,-847.9017944335938
4761,109526,-847.9017944335938
4763,109572,-847.9017944335938
4765,109618,-847.9017944335938
4767,109664,-847.9017944335938
4769,109710,-847.9017944335938
4771,109756,-847.9017944335938
4773,109802,-847.9017944335938
4775,109848,-847.9017944335938
4777,109894,-847.9017944335938
4779,109940,-847.9017944335938
4781,109986,-847.9017944335938
4783,110032,-847.9017944335938
4785,110078,-847.9017944335938
4787,110124,-1050.05859375
4789,110170,-847.9017944335938
4791,110216,-847.9017944335938
4793,110262,-847.9017944335938
4795,110308,-848.37451171875
4797,110354,-1050.05859375
4799,110400,-847.9017944335938
4801,110446,-847.9017944335938
4803,110492,-847.9017944335938
4805,110538,-847.9017944335938
4807,110584,-847.9017944335938
4809,110630,-847.9017944335938
4811,110676,-847.9017944335938
4813,110722,-847.9017944335938
4815,110768,-847.9017944335938
4817,110814,-847.9017944335938
4819,110860,-847.9017944335938
4821,110906,-847.9017944335938
4823,110952,-847.9017944335938
4825,110998,-847.9017944335938
4827,111044,-847.9017944335938
4829,111090,-847.9017944335938
4831,111136,-847.9017944335938
4833,111182,-932.9495239257812
4835,111228,-847.9017944335938
4837,111274,-847.9017944335938
4839,111320,-847.9017944335938
4841,111366,-847.9017944335938
4843,111412,-847.9017944335938
4845,111458,-847.9017944335938
4847,111504,-847.9017944335938
4849,111550,-847.9017944335938
4851,111596,-847.9017944335938
4853,111642,-847.9017944335938
4855,111688,-847.9017944335938
4857,111734,-847.9017944335938
4859,111780,-847.9017944335938
4861,111826,-847.9017944335938
4863,111872,-847.9017944335938
4865,111918,-847.9017944335938
4867,111964,-847.9017944335938
4869,112010,-847.9017944335938
4871,112056,-852.3052368164062
4873,112102,-847.9017944335938
4875,112148,-836.9931030273438
4877,112194,-847.9017944335938
4879,112240,-847.9017944335938
4881,112286,-849.9036254882812
4883,112332,-847.9017944335938
4885,112378,-847.9017944335938
4887,112424,-960.9825439453125
4889,112470,-856.1476440429688
4891,112516,-847.9017944335938
4893,112562,-847.9017944335938
4895,112608,-847.9017944335938
4897,112654,-847.9017944335938
4899,112700,-1856.34521484375
4901,112746,-847.9017944335938
4903,112792,-849.67431640625
4905,112838,-847.9017944335938
4907,112884,-847.9017944335938
4909,112930,-847.9017944335938
4911,112976,-849.1132202148438
4913,113022,-847.9017944335938
4915,113068,-847.9017944335938
4917,113114,-847.9017944335938
4919,113160,-847.9017944335938
4921,113206,-847.9017944335938
4923,113252,-847.9017944335938
4925,113298,-903.0084838867188
4927,113344,-847.9017944335938
4929,113390,-847.9017944335938
4931,113436,-837.2672119140625
4933,113482,-847.9017944335938
4935,113528,-937.0516967773438
4937,113574,-847.9017944335938
4939,113620,-847.9017944335938
4941,113666,-847.9017944335938
4943,113712,-847.9017944335938
4945,113758,-934.1609497070312
4947,113804,-853.9129638671875
4949,113850,-847.9017944335938
4951,113896,-1150.8533935546875
4953,113942,-847.9017944335938
4955,113988,-856.5960693359375
4957,114034,-886.2423095703125
4959,114080,-847.9017944335938
4961,114126,-847.9017944335938
4963,114172,-1228.5897216796875
4965,114218,-847.9017944335938
4967,114264,-871.0838623046875
4969,114310,-847.9017944335938
4971,114356,-930.392822265625
4973,114402,-847.9017944335938
4975,114448,-855.1243896484375
4977,114494,-851.0576782226562
4979,114540,-847.9017944335938
4981,114586,-847.9017944335938
4983,114632,-847.9017944335938
4985,114678,-959.7427978515625
4987,114724,-850.3246459960938
4989,114770,-1257.5198974609375
4991,114816,-977.4154052734375
4993,114862,-1091.371826171875
4995,114908,-847.9017944335938
4997,114954,-1050.05859375
4999,115000,-853.9129638671875
5001,115046,-859.159912109375
5003,115092,-856.1476440429688
5005,115138,-935.3714599609375
5007,115184,-847.9017944335938
5009,115230,-847.9017944335938
5011,115276,-862.7588500976562
5013,115322,-847.9017944335938
5015,115368,-849.1132202148438
5017,115414,-934.2221069335938
5019,115460,-850.4777221679688
5021,115506,-849.1132202148438
5023,115552,-2038.7349853515625
5025,115598,-847.9017944335938
5027,115644,-847.9017944335938
5029,115690,-929.8187255859375
5031,115736,-849.1132202148438
5033,115782,-847.9017944335938
5035,115828,-853.1198120117188
5037,115874,-1017.0364990234375
5039,115920,-1115.982177734375
5041,115966,-847.9017944335938
5043,116012,-871.0838623046875
5045,116058,-848.4758911132812
5047,116104,-1282.3995361328125
5049,116150,-943.241455078125
5051,116196,-849.1132202148438
5053,116242,-849.1123046875
5055,116288,-847.9017944335938
5057,116334,-847.9017944335938
5059,116380,-847.9017944335938
5061,116426,-853.9129638671875
5063,116472,-848.4758911132812
5065,116518,-847.9017944335938
5067,116564,-847.9017944335938
5069,116610,-904.9168701171875
5071,116656,-847.9017944335938
5073,116702,-871.854248046875
5075,116748,-847.9017944335938
5077,116794,-847.9017944335938
5079,116840,-847.9017944335938
5081,116886,-849.1132202148438
5083,116932,-847.9017944335938
5085,116978,-960.0882568359375
5087,117024,-857.6771850585938
5089,117070,-984.0330810546875
5091,117116,-847.9017944335938
5093,117162,-847.9017944335938
5095,117208,-848.37451171875
5097,117254,-849.1132202148438
5099,117300,-849.9036254882812
5101,117346,-848.6721801757812
5103,117392,-864.7606811523438
5105,117438,-847.9017944335938
5107,117484,-997.5521240234375
5109,117530,-847.9017944335938
5111,117576,-862.7588500976562
5113,117622,-1088.6954345703125
5115,117668,-871.854248046875
5117,117714,-847.9017944335938
5119,117760,-849.1132202148438
5121,117806,-1060.690673828125
5123,117852,-847.9017944335938
5125,117898,-856.5006103515625
5127,117944,-973.5771484375
5129,117990,-931.0301513671875
5131,118036,-847.9017944335938
5133,118082,-854.3856811523438
5135,118128,-852.3052368164062
5137,118174,-849.1132202148438
5139,118220,-863.9702758789062
5141,118266,-1001.790771484375
5143,118312,-1254.9515380859375
5145,118358,-1177.7998046875
5147,118404,-847.9017944335938
5149,118450,-848.8472290039062
5151,118496,-847.9017944335938
5153,118542,-849.6873168945312
5155,118588,-848.6721801757812
5157,118634,-932.2406005859375
5159,118680,-850.4447021484375
5161,118726,-847.9017944335938
5163,118772,-887.4537353515625
5165,118818,-994.5682373046875
5167,118864,-847.9017944335938
5169,118910,-847.9017944335938
5171,118956,-1070.9825439453125
5173,119002,-959.5855712890625
5175,119048,-849.1132202148438
5177,119094,-930.2914428710938
5179,119140,-965.357666015625
5181,119186,-984.6591796875
5183,119232,-852.3052368164062
5185,119278,-856.1476440429688
5187,119324,-1087.4840087890625
5189,119370,-1258.073486328125
5191,119416,-942.5604248046875
5193,119462,-1009.4251708984375
5195,119508,-849.1132202148438
5197,119554,-1083.908447265625
5199,119600,-847.9017944335938
5201,119646,-888.6651611328125
5203,119692,-1281.5670166015625
5205,119738,-1098.8941650390625
5207,119784,-1133.0234375
5209,119830,-1164.7091064453125
5211,119876,-1061.4932861328125
5213,119922,-817.0775146484375
5215,119968,-1059.515869140625
5217,120014,-1582.5985107421875
5219,120060,-906.6893920898438
5221,120106,-1086.515625
5223,120152,-850.9140625
5225,120198,-1015.22314453125
5227,120244,-998.93310546875
5229,120290,-1479.1119384765625
5231,120336,-1333.9593505859375
5233,120382,-1055.1468505859375
5235,120428,-1051.29833984375
5237,120474,-1089.7708740234375
5239,120520,-2235.019775390625
5241,120566,-965.2296142578125
5243,120612,-1003.069091796875
5245,120658,-1058.49609375
5247,120704,-1110.627197265625
5249,120750,-902.6953125
5251,120796,-1077.875732421875
5253,120842,-849.5859375
5255,120888,-906.6010131835938
5257,120934,-864.2305297851562
5259,120980,-863.9702758789062
5261,121026,-849.6864013671875
5263,121072,-1118.9171142578125
5265,121118,-1019.999267578125
5267,121164,-851.6761474609375
5269,121210,-909.3203125
5271,121256,-930.5890502929688
5273,121302,-1072.157958984375
5275,121348,-1268.9798583984375
5277,121394,-910.1798706054688
5279,121440,-1419.8758544921875
5281,121486,-853.89013671875
5283,121532,-961.5283203125
5285,121578,-1109.749267578125
5287,121624,-855.6854858398438
5289,121670,-1279.16748046875
5291,121716,-962.6268310546875
5293,121762,-944.7525634765625
5295,121808,-1086.544921875
5297,121854,-847.9017944335938
5299,121900,-1005.15380859375
5301,121946,-959.7427978515625
5303,121992,-938.771484375
5305,122038,-905.286376953125
5307,122084,-964.1538696289062
5309,122130,-995.2952880859375
5311,122176,-874.9022216796875
5313,122222,-853.9129638671875
5315,122268,-852.8793334960938
5317,122314,-1054.4620361328125
5319,122360,-847.9017944335938
5321,122406,-990.003173828125
5323,122452,-933.031005859375
5325,122498,-1131.7562255859375
5327,122544,-855.0732421875
5329,122590,-1164.5994873046875
5331,122636,-1670.60693359375
5333,122682,-847.9017944335938
5335,122728,-850.3246459960938
5337,122774,-995.8079833984375
5339,122820,-1141.067138671875
5341,122866,-847.9017944335938
5343,122912,-938.0645751953125
5345,122958,-1171.8245849609375
5347,123004,-947.8065185546875
5349,123050,-2372.771728515625
5351,123096,-1016.7579345703125
5353,123142,-945.9169921875
5355,123188,-910.4835815429688
5357,123234,-1123.549072265625
5359,123280,-871.0838623046875
5361,123326,-1080.650390625
5363,123372,-1099.366943359375
5365,123418,-849.141357421875
5367,123464,-877.41357421875
5369,123510,-1228.4727783203125
5371,123556,-847.9017944335938
5373,123602,-1228.8397216796875
5375,123648,-887.15234375
5377,123694,-1324.8634033203125
5379,123740,-1076.4849853515625
5381,123786,-1311.90087890625
5383,123832,-1328.366943359375
5385,123878,-859.3609008789062
5387,123924,-1176.5811767578125
5389,123970,-929.8187255859375
5391,124016,-961.724609375
5393,124062,-1349.3338623046875
5395,124108,-1270.6455078125
5397,124154,-1005.8232421875
5399,124200,-1952.4752197265625
5401,124246,-904.9168701171875
5403,124292,-1000.1644287109375
5405,124338,-1364.592041015625
5407,124384,-931.975341796875
5409,124430,-968.4566650390625
5411,124476,-1080.8553466796875
5413,124522,-847.9017944335938
5415,124568,-1586.4219970703125
5417,124614,-2355.898193359375
5419,124660,-2159.0263671875
5421,124706,-1071.531494140625
5423,124752,-926.98095703125
5425,124798,-1054.164794921875
5427,124844,-2441.427734375
5429,124890,-860.3414916992188
5431,124936,-1518.3658447265625
5433,124982,-936.7368774414062
5435,125028,-965.5902709960938
5437,125074,-911.6896362304688
5439,125120,-1077.01416015625
5441,125166,-930.2914428710938
5443,125212,-1636.148193359375
5445,125258,-1110.0576171875
5447,125304,-2298.96728515625
5449,125350,-847.9017944335938
5451,125396,-861.3656616210938
5453,125442,-989.817626953125
5455,125488,-849.1132202148438
5457,125534,-957.909423828125
5459,125580,-851.3552856445312
5461,125626,-1078.931396484375
5463,125672,-1323.125732421875
5465,125718,-1449.770751953125
5467,125764,-1196.7249755859375
5469,125810,-1282.62890625
5471,125856,-939.4208984375
5473,125902,-1549.8607177734375
5475,125948,-2353.3681640625
5477,125994,-872.2943725585938
5479,126040,-2096.488525390625
5481,126086,-1427.76611328125
5483,126132,-1168.4765625
5485,126178,-1493.56787109375
5487,126224,-1171.5538330078125
5489,126270,-1106.845703125
5491,126316,-863.9985961914062
5493,126362,-1050.05859375
5495,126408,-1122.309326171875
5497,126454,-1132.549560546875
5499,126500,-1365.5560302734375
5501,126546,-966.4234619140625
5503,126592,-1080.4632568359375
5505,126638,-1632.318359375
5507,126684,-975.6429443359375
5509,126730,-956.131591796875
5511,126776,-853.9129638671875
5513,126822,-858.569580078125
5515,126868,-932.9495239257812
5517,126914,-903.0084838867188
5519,126960,-847.9017944335938
5521,127006,-1004.01513671875
5523,127052,-944.451904296875
5525,127098,-975.6429443359375
5527,127144,-1160.27587890625
5529,127190,-1057.559814453125
5531,127236,-961.2069091796875
5533,127282,-867.861572265625
5535,127328,-959.7967529296875
5537,127374,-1179.324462890625
5539,127420,-996.550048828125
5541,127466,-931.0584716796875
5543,127512,-1073.77294921875
5545,127558,-1121.877685546875
5547,127604,-1305.998779296875
5549,127650,-1099.751708984375
5551,127696,-1047.27001953125
5553,127742,-875.0409545898438
5555,127788,-1031.2730712890625
5557,127834,-932.9495239257812
5559,127880,-984.92529296875
5561,127926,-1003.8951416015625
5563,127972,-2068.033447265625
5565,128018,-895.7279052734375
5567,128064,-847.9017944335938
5569,128110,-1208.4501953125
5571,128156,-1643.154296875
5573,128202,-1053.2718505859375
5575,128248,-1056.6439208984375
5577,128294,-1058.450927734375
5579,128340,-1116.3392333984375
5581,128386,-1008.7750244140625
5583,128432,-1058.304443359375
5585,128478,-1052.0604248046875
5587,128524,-931.308837890625
5589,128570,-907.974609375
5591,128616,-1002.8140869140625
5593,128662,-1382.399658203125
5595,128708,-850.1470336914062
5597,128754,-1004.01513671875
5599,128800,-1070.0184326171875
5601,128846,-1752.843017578125
5603,128892,-852.3052368164062
5605,128938,-1878.889892578125
5607,128984,-852.3052368164062
5609,129030,-1172.7615966796875
5611,129076,-847.9017944335938
5613,129122,-855.3846435546875
5615,129168,-857.1944580078125
5617,129214,-984.3890380859375
5619,129260,-849.1415405273438
5621,129306,-847.9017944335938
5623,129352,-1477.380859375
5625,129398,-849.1132202148438
5627,129444,-1058.304443359375
5629,129490,-1199.443603515625
5631,129536,-961.724609375
5633,129582,-1455.072509765625
5635,129628,-853.9129638671875
5637,129674,-975.6429443359375
5639,129720,-856.7217407226562
5641,129766,-853.9129638671875
5643,129812,-849.718994140625
5645,129858,-1855.1337890625
5647,129904,-1053.5321044921875
5649,129950,-849.1123046875
5651,129996,-1448.896484375
5653,130042,-1032.657958984375
5655,130088,-849.1123046875
5657,130134,-1063.140869140625
5659,130180,-932.9495239257812
5661,130226,-849.1132202148438
5663,130272,-853.1198120117188
5665,130318,-904.9168701171875
5667,130364,-862.0653076171875
5669,130410,-847.9017944335938
5671,130456,-847.9017944335938
5673,130502,-1092.3856201171875
5675,130548,-1177.7998046875
5677,130594,-847.9017944335938
5679,130640,-886.2423095703125
5681,130686,-1286.8876953125
5683,130732,-984.92529296875
5685,130778,-847.9017944335938
5687,130824,-847.9017944335938
5689,130870,-909.0196533203125
5691,130916,-849.1132202148438
5693,130962,-1452.0517578125
5695,131008,-934.1892700195312
5697,131054,-976.217041015625
5699,131100,-847.9017944335938
5701,131146,-862.7588500976562
5703,131192,-849.4313354492188
5705,131238,-945.345703125
5707,131284,-1082.055419921875
5709,131330,-1044.79052734375
5711,131376,-847.9017944335938
5713,131422,-847.9017944335938
5715,131468,-1482.783935546875
5717,131514,-848.6721801757812
5719,131560,-1552.310791015625
5721,131606,-1048.98828125
5723,131652,-1374.07421875
5725,131698,-863.8378295898438
5727,131744,-849.497802734375
5729,131790,-904.9168701171875
5731,131836,-1053.6563720703125
5733,131882,-1290.24853515625
5735,131928,-961.3388671875
5737,131974,-959.7427978515625
5739,132020,-934.427734375
5741,132066,-1293.302734375
5743,132112,-847.9017944335938
5745,132158,-847.9017944335938
5747,132204,-849.1415405273438
5749,132250,-956.131591796875
5751,132296,-930.2914428710938
